facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,number_of_patients,number_of_patients_returned,footnote,start_date,end_date
440111,METRO NASHVILLE GENERAL HOSPITAL,1818 ALBION STREET,NASHVILLE,TN,37208,DAVIDSON,(615) 341-4490,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,7/1/2019,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,400,-3.3,-17.8,12.2,389,86,,7/1/2019,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,549,1.1,-16.3,19.2,451,149,,7/1/2019,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,298,30.4,10.3,53.8,287,92,,7/1/2019,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,2101,12.1,9.2,15.7,Not Applicable,Not Applicable,,1/1/2019,12/31/2021
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,39,12.4,8.3,18.3,Not Applicable,Not Applicable,,1/1/2021,12/31/2021
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,39,5.1,3.1,8.3,Not Applicable,Not Applicable,,1/1/2021,12/31/2021
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,554,1.1,0.8,1.4,Not Applicable,Not Applicable,,1/1/2021,12/31/2021
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,400,13.3,11.1,15.6,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,255,10.1,7.9,12.8,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,81,19.9,16,24.1,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,549,19.6,17.2,22.3,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,506,3.6,2.6,5,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,3916,14.9,14.1,15.8,Not Applicable,Not Applicable,,7/1/2021,6/30/2022
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,DAVIDSON,(615) 342-1000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,298,18.1,15.5,21.1,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,177,21.7,1.7,45.9,170,47,,7/1/2019,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,696,-10,-25.5,6.6,535,185,,7/1/2019,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,247,26.2,1.1,55.3,226,61,,7/1/2019,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2019,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2021,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2021,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2021,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,177,15.5,12.7,18.9,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,227,21.4,18,25.1,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,696,20.5,18.2,22.9,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,137,4,2.7,5.9,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),Worse Than the National Rate,3240,17.8,15.3,18.7,Not Applicable,Not Applicable,,7/1/2021,6/30/2022
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,247,16.7,14.2,19.7,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,107,20.8,-10.8,55.1,95,35,,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,83,-23.5,-41.1,-1.1,78,21,,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,491,13.5,9.6,18.8,Not Applicable,Not Applicable,,1/1/2019,12/31/2021
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,1/1/2021,12/31/2021
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,1/1/2021,12/31/2021
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,99,1.3,0.9,1.8,Not Applicable,Not Applicable,,1/1/2021,12/31/2021
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,107,21.1,17.6,25.1,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,1,7/1/2019,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,611,14.8,13.4,16.3,Not Applicable,Not Applicable,,7/1/2021,6/30/2022
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,DAVIDSON,(615) 781-4000,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,83,16.6,13.5,20.3,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,EDAC_30_AMI,Hospital return days for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,EDAC_30_HF,Hospital return days for heart failure patients,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,EDAC_30_PN,Hospital return days for pneumonia patients,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2019,12/31/2021
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2021,12/31/2021
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,1/1/2021,12/31/2021
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,325,1.1,0.8,1.4,Not Applicable,Not Applicable,,1/1/2021,12/31/2021
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,82,4.1,2.6,6.4,Not Applicable,Not Applicable,,7/1/2019,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_HOSP_WIDE,Rate of readmission after discharge from hospital (hospital-wide),No Different Than the National Rate,394,14.5,12.3,17.2,Not Applicable,Not Applicable,,7/1/2021,6/30/2022
440218,SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,DAVIDSON,(615) 515-8200,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,5,7/1/2019,6/30/2022
